accession,location
"GCF..003173035.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Acetobacteraceae..Zavarzinia..Zavarzinia..sp..HR-AS..HR-AS
",terrestrial
"GCF..900066015.1..Bacteria..Chloroflexi..Ardenticatenia..Ardenticatenales..Ardenticatenaceae..Candidatus..Promineofilum..Candidatus..Promineofilum..breve..Cfx-K
",terrestrial
"GCF..900100785.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..Desulfosporosinus..Desulfosporosinus..hippei..DSM..8344
",terrestrial
"GCF..900102465.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Thalassobaculum..Thalassobaculum..litoreum..DSM..18839
",terrestrial
"GCF..900105685.1..Bacteria..Verrucomicrobia..Verrucomicrobiae..Verrucomicrobiales..Verrucomicrobiaceae..Verrucomicrobium..Verrucomicrobium..sp..GAS474..GAS474
",terrestrial
"GCF..900111575.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Proteinivoraceae..Anaerobranca..Anaerobranca..gottschalkii..DSM..13577
",terrestrial
"GCF..900129115.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacteraceae..Thermoanaerobacter..Thermoanaerobacter..uzonensis..DSM..18761
",terrestrial
"GCF..900129635.1..Bacteria..Planctomycetes..Planctomycetia..Isosphaerales..Isosphaeraceae..Singulisphaera..Singulisphaera..sp..GP187..GP187
",terrestrial
"GCF..900142265.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Lachnospiraceae..Anaerotignum..Anaerotignum..lactatifermentans..DSM..14214
",terrestrial
"GCF..900142435.1..Bacteria..Aquificae..Aquificae..Aquificales..Aquificaceae..Thermocrinis..Thermocrinis..minervae..DSM..19557
",terrestrial
"GCF..900142995.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacterales..Family..III...Incertae..Sedis..Caldanaerovirga..Caldanaerovirga..acetigignens..DSM..18802
",terrestrial
"GCA..000353875.1..Bacteria..Candidatus..Atribacteria..NA..NA..NA..Candidatus..Caldatribacterium..Candidatus..Caldatribacterium..californiense
",ungrouped
"GCA..000405685.1..Archaea..Thaumarchaeota..NA..NA..NA..NA..Aigarchaeota..archaeon..JGI..0000106-J15..JGI..0000106-J15
",ungrouped
"GCA..002298155.1..Bacteria..Acidobacteria..Holophagae..Holophagales..Holophagaceae..NA..Holophagaceae..bacterium..UBA706
",ungrouped
"GCA..002389045.1..Bacteria..Proteobacteria..Gammaproteobacteria..Thiotrichales..Thiotrichaceae..NA..Thiotrichaceae..bacterium..UBA4486
",ungrouped
"GCA..002482535.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..NA..Peptococcaceae..bacterium..UBA7702
",ungrouped
"GCA..002483345.1..Bacteria..Bacteroidetes..NA..NA..NA..NA..Bacteroidetes..bacterium..UBA7662
",ungrouped
"GCA..002483445.1..Bacteria..Acidobacteria..Blastocatellia..NA..NA..Chloracidobacterium..Chloracidobacterium..sp..UBA7656
",ungrouped
"GCA..002632265.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rickettsiales..Rickettsiaceae..NA..Rickettsiaceae..bacterium..MC1
",ungrouped
"GCA..002696345.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..NA..NA..Myxococcales..bacterium
",ungrouped
"GCA..002705185.1..Bacteria..Nitrospinae..Nitrospinia..Nitrospinales..Nitrospinaceae..Nitrospina..Nitrospina..sp
",ungrouped
"GCA..002713695.1..Bacteria..Verrucomicrobia..Opitutae..Opitutales..Opitutaceae..NA..Opitutaceae..bacterium
",ungrouped
"GCA..002717225.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..NA..Rhodospirillaceae..bacterium
",ungrouped
"GCA..002717245.1..Bacteria..Proteobacteria..Alphaproteobacteria..Pelagibacterales..Pelagibacteraceae..NA..Pelagibacteraceae..bacterium
",ungrouped
"GCA..002724675.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium
",ungrouped
"GCA..002728755.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..NA..NA..Myxococcales..bacterium
",ungrouped
"GCA..003527145.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Clostridiaceae..NA..Clostridiaceae..bacterium
",ungrouped
"GCA..900313115.1..Bacteria..NA..NA..NA..NA..NA..uncultured..bacterium
",ungrouped
"GCA..900313515.1..Bacteria..NA..NA..NA..NA..NA..uncultured..bacterium
",ungrouped
"GCA..900317035.1..Bacteria..Firmicutes..Clostridia..Clostridiales..NA..NA..uncultured..Clostridiales..bacterium
",ungrouped
"GCA..900320745.1..Bacteria..Firmicutes..Erysipelotrichia..Erysipelotrichales..Erysipelotrichaceae..NA..uncultured..Erysipelotrichaceae..bacterium
",ungrouped
"GCF..000011205.1..Archaea..Crenarchaeota..Thermoprotei..Sulfolobales..Sulfolobaceae..Sulfurisphaera..Sulfurisphaera..tokodaii..7
",ungrouped
"GCF..000015025.1..Bacteria..Actinobacteria..Actinobacteria..Acidothermales..Acidothermaceae..Acidothermus..Acidothermus..cellulolyticus..11B..ATCC..43068
",ungrouped
"GCF..000018105.1..Bacteria..Cyanobacteria..NA..Synechococcales..Acaryochloridaceae..Acaryochloris..Acaryochloris..marina..MBIC11017
",ungrouped
"GCF..000019165.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Heliobacteriaceae..Heliobacterium..Heliobacterium..modesticaldum..Ice1..ATCC..51547
",ungrouped
"GCF..000019605.1..Archaea..Candidatus..Korarchaeota..NA..NA..NA..Candidatus..Korarchaeum..Candidatus..Korarchaeum..cryptofilum
",ungrouped
"GCF..000020005.1..Bacteria..Firmicutes..Clostridia..Natranaerobiales..Natranaerobiaceae..Natranaerobius..Natranaerobius..thermophilus..JW..NM-WN-LF
",ungrouped
"GCF..000021285.1..Bacteria..Thermotogae..Thermotogae..Thermotogales..Fervidobacteriaceae..Thermosipho..Thermosipho..africanus..TCF52B
",ungrouped
"GCF..000021565.1..Bacteria..Aquificae..Aquificae..Aquificales..Hydrogenothermaceae..Persephonella..Persephonella..marina..EX-H1
",ungrouped
"GCF..000021725.1..Bacteria..Proteobacteria..Epsilonproteobacteria..Nautiliales..Nautiliaceae..Nautilia..Nautilia..profundicola..AmH
",ungrouped
"GCF..000024725.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Chromatiaceae..Nitrosococcus..Nitrosococcus..halophilus..Nc..4
",ungrouped
"GCF..000025005.1..Bacteria..NA..NA..NA..NA..Thermobaculum..Thermobaculum..terrenum..ATCC..BAA-798
",ungrouped
"GCF..000092905.1..Bacteria..Firmicutes..Bacilli..Bacillales..Alicyclobacillaceae..Kyrpidia..Kyrpidia..tusciae..DSM..2912
",ungrouped
"GCF..000153205.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Ectothiorhodospiraceae..Nitrococcus..Nitrococcus..mobilis..Nb-231
",ungrouped
"GCF..000170755.1..Bacteria..Lentisphaerae..Lentisphaeria..Lentisphaerales..Lentisphaeraceae..Lentisphaera..Lentisphaera..araneosa..HTCC2155
",ungrouped
"GCF..000177635.2..Bacteria..Chrysiogenetes..Chrysiogenetes..Chrysiogenales..Chrysiogenaceae..Desulfurispirillum..Desulfurispirillum..indicum..S5
",ungrouped
"GCF..000182745.2..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Acetobacteraceae..Komagataeibacter..Komagataeibacter..medellinensis..NBRC..3288
",ungrouped
"GCF..000204255.1..Bacteria..Chlamydiae..Chlamydiia..Chlamydiales..Chlamydiaceae..Chlamydia..Chlamydia..psittaci..6BC
",ungrouped
"GCF..000218765.1..Bacteria..Firmicutes..Bacilli..Bacillales..Bacillaceae..Caldalkalibacillus..Caldalkalibacillus..thermarum..TA2.A1
",ungrouped
"GCF..000227215.1..Bacteria..Proteobacteria..Acidithiobacillia..Acidithiobacillales..Acidithiobacillaceae..Acidithiobacillus..Acidithiobacillus..thiooxidans..ATCC..19377
",ungrouped
"GCF..000227685.2..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Ectothiorhodospiraceae..Thioalkalivibrio..Thioalkalivibrio..paradoxus..ARh..1
",ungrouped
"GCF..000264455.2..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Tistrella..Tistrella..mobilis..KA081020-065
",ungrouped
"GCF..000266885.1..Bacteria..Spirochaetes..Spirochaetia..Leptospirales..Leptospiraceae..Turneriella..Turneriella..parva..DSM..21527
",ungrouped
"GCF..000294655.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Phaeospirillum..Phaeospirillum..molischianum..DSM..120
",ungrouped
"GCF..000315795.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Caenispirillum..Caenispirillum..salinarum..AK4
",ungrouped
"GCF..000317045.1..Bacteria..Cyanobacteria..NA..Oscillatoriales..Coleofasciculaceae..Geitlerinema..Geitlerinema..sp..PCC..7407..PCC..7407
",ungrouped
"GCF..000341245.1..Bacteria..Actinobacteria..Actinobacteria..Streptosporangiales..Nocardiopsaceae..Nocardiopsis..Nocardiopsis..halophila..DSM..44494
",ungrouped
"GCF..000421485.1..Bacteria..Aquificae..Aquificae..Desulfurobacteriales..Desulfurobacteriaceae..Desulfurobacterium..Desulfurobacterium..sp..TC5-1..TC5-1
",ungrouped
"GCF..000426225.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfobacterales..Desulfobacteraceae..Desulforegula..Desulforegula..conservatrix..Mb1Pa
",ungrouped
"GCF..000440555.1..Bacteria..Firmicutes..Bacilli..Lactobacillales..Streptococcaceae..Streptococcus..Streptococcus..suis..86-5192
",ungrouped
"GCF..000487995.1..Bacteria..Deferribacteres..Deferribacteres..Deferribacterales..Deferribacteraceae..Mucispirillum..Mucispirillum..schaedleri..ASF457
",ungrouped
"GCF..000620685.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Dongia..Dongia..sp..URHE0060..URHE0060
",ungrouped
"GCF..000757605.1..Bacteria..Proteobacteria..Alphaproteobacteria..Holosporales..Candidatus..Paracaedibacteraceae..Candidatus..Paracaedibacter..Candidatus..Paracaedibacter..symbiosus..PRA9
",ungrouped
"GCF..000942395.1..Bacteria..Firmicutes..Bacilli..Bacillales..Thermoactinomycetaceae..Risungbinella..Risungbinella..massiliensis..GD1
",ungrouped
"GCF..000949635.1..Bacteria..Planctomycetes..Candidatus..Brocadiae..Candidatus..Brocadiales..Candidatus..Brocadiaceae..Candidatus..Brocadia..Candidatus..Brocadia..sinica..JPN1
",ungrouped
"GCF..000970205.1..Archaea..Euryarchaeota..Methanomicrobia..Methanosarcinales..Methanosarcinaceae..Methanosarcina..Methanosarcina..mazei..S-6
",ungrouped
"GCF..001027545.1..Bacteria..Elusimicrobia..Endomicrobia..Endomicrobiales..Endomicrobiaceae..Endomicrobium..Endomicrobium..proavitum..Rsa215
",ungrouped
"GCF..001049895.1..Bacteria..Firmicutes..Bacilli..Bacillales..Bacillaceae..Rubeoparvulum..Rubeoparvulum..massiliense..mt6
",ungrouped
"GCF..001051235.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..Candidatus..Competibacteraceae..Candidatus..Competibacter..Candidatus..Competibacter..denitrificans..Run..A..D11
",ungrouped
"GCF..001431315.1..Bacteria..Proteobacteria..Gammaproteobacteria..Legionellales..Coxiellaceae..Candidatus..Berkiella..Candidatus..Berkiella..cookevillensis..CC99
",ungrouped
"GCF..001481685.1..Archaea..Crenarchaeota..Thermoprotei..Desulfurococcales..Desulfurococcaceae..Ignicoccus..Ignicoccus..islandicus..DSM..13165
",ungrouped
"GCF..001547735.1..Bacteria..Aquificae..Aquificae..Aquificales..NA..Thermosulfidibacter..Thermosulfidibacter..takaii..ABI70S6
",ungrouped
"GCF..001954135.1..Bacteria..Actinobacteria..Actinobacteria..Corynebacteriales..Mycobacteriaceae..Mycobacterium..Mycobacterium..sp..GA-1841..GA-1841
",ungrouped
"GCF..003053505.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfuromonadales..Geobacteraceae..Geobacter..Geobacter..sp..DSM..2909..DSM..2909
",ungrouped
"GCF..900079095.1..Bacteria..Candidatus..Tectomicrobia..NA..NA..NA..Candidatus..Entotheonella..Candidatus..Entotheonella..palauensis
",ungrouped
"GCF..900100265.1..Bacteria..Actinobacteria..Actinobacteria..Micrococcales..Microbacteriaceae..Leifsonia..Leifsonia..sp..466MF..466MF
",ungrouped
"GCF..900102855.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Ectothiorhodospiraceae..Thiohalomonas..Thiohalomonas..denitrificans..HLD2
",ungrouped
"GCF..900104115.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Clostridiaceae..Clostridium..Clostridium..gasigenes..DSM..12272
",ungrouped
"GCF..900106035.1..Bacteria..Actinobacteria..Actinobacteria..Jiangellales..Jiangellaceae..Jiangella..Jiangella..alba..DSM..45237
",ungrouped
"GCF..900107485.1..Bacteria..Firmicutes..Clostridia..Clostridiales..NA..Proteiniborus..Proteiniborus..ethanoligenes..DSM..21650
",ungrouped
"GCF..900111015.1..Bacteria..Proteobacteria..Gammaproteobacteria..Nevskiales..Sinobacteraceae..Solimonas..Solimonas..aquatica..DSM..25927
",ungrouped
"GCF..900112165.1..Bacteria..Spirochaetes..Spirochaetia..Brevinematales..Brevinemataceae..Brevinema..Brevinema..andersonii..ATCC..43811
",ungrouped
"GCF..900112605.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Ectothiorhodospiraceae..Thiohalospira..Thiohalospira..halophila..HL..3
",ungrouped
"GCF..900114615.1..Bacteria..Firmicutes..Negativicutes..Selenomonadales..Sporomusaceae..Pelosinus..Pelosinus..propionicus..DSM..13327
",ungrouped
"GCF..900114975.1..Bacteria..Proteobacteria..Deltaproteobacteria..Syntrophobacterales..Syntrophobacteraceae..Thermodesulforhabdus..Thermodesulforhabdus..norvegica..DSM..9990
",ungrouped
"GCF..900116225.1..Bacteria..Bacteroidetes..Sphingobacteriia..Sphingobacteriales..Sphingobacteriaceae..Sphingobacterium..Sphingobacterium..wenxiniae..DSM..22789
",ungrouped
"GCF..900155525.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfovibrionales..Desulfovibrionaceae..Mailhella..Mailhella..massiliensis..Marseille-P3199
",ungrouped
"GCF..900176005.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacteraceae..Thermanaeromonas..Thermanaeromonas..toyohensis..ToBE
",ungrouped
"GCF..900187885.1..Bacteria..Chloroflexi..Thermoflexia..Thermoflexales..Thermoflexaceae..Thermoflexus..Thermoflexus..hugenholtzii..JAD2
",ungrouped
"GCF..900489485.1..Bacteria..Bacteroidetes..Flavobacteriia..Flavobacteriales..Flavobacteriaceae..Aequorivita..Aequorivita..lipolytica..type..strain..CIP107455
",ungrouped
"GCA..000002435.2..Eukaryota..Fornicata..NA..Diplomonadida..Hexamitidae..Giardia..Giardia..intestinalis..WB..C6
",ungrouped
"GCA..000002865.1..Eukaryota..NA..Choanoflagellata..Craspedida..Salpingoecidae..Monosiga..Monosiga..brevicollis..MX1
",ungrouped
"GCA..000004985.1..Eukaryota..Heterolobosea..NA..NA..Vahlkampfiidae..Naegleria..Naegleria..gruberi..NEG-M
",ungrouped
"GCA..000011005.1..Archaea..Euryarchaeota..Methanomicrobia..Methanocellales..Methanocellaceae..Methanocella..Methanocella..paludicola..SANAE
",ungrouped
"GCA..000142905.1..Eukaryota..NA..NA..NA..Apusomonadidae..Thecamonas..Thecamonas..trahens..ATCC..50062
",ungrouped
"GCA..000188695.1..Eukaryota..NA..Choanoflagellata..Craspedida..Salpingoecidae..Salpingoeca..Salpingoeca..rosetta..ATCC..50818
",ungrouped
"GCA..000189635.1..Eukaryota..Ciliophora..Oligohymenophorea..Hymenostomatida..Tetrahymenidae..Tetrahymena..Tetrahymena..thermophila..SB210
",ungrouped
"GCA..000209225.1..Eukaryota..Cnidaria..Anthozoa..Actiniaria..Edwardsiidae..Nematostella..Nematostella..vectensis..CH2..x..CH6
",ungrouped
"GCA..000313135.1..Eukaryota..Discosea..NA..Longamoebia..Acanthamoebidae..Acanthamoeba..Acanthamoeba..castellanii..Neff
",ungrouped
"GCA..000315625.1..Eukaryota..NA..Cryptophyceae..Pyrenomonadales..Geminigeraceae..Guillardia..Guillardia..theta..CCMP2712
",ungrouped
"GCA..000526155.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..Deferrisoma..Deferrisoma..camini..S3R1
",ungrouped
"GCA..000737335.3..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..NA..Enhygromyxa..Enhygromyxa..salina..DSM..15201
",ungrouped
"GCA..000765095.1..Eukaryota..Evosea..NA..Mastigamoebida..Mastigamoebidae..Mastigamoeba..Mastigamoeba..balamuthi..ATCC..30984
",ungrouped
"GCA..001907975.2..Bacteria..Proteobacteria..Oligoflexia..Silvanigrellales..Silvanigrellaceae..Silvanigrella..Silvanigrella..aquatica..MWH-Nonnen-W8red
",ungrouped
"GCA..002201895.1..Archaea..Euryarchaeota..Methanopyri..Methanopyrales..Methanopyraceae..Methanopyrus..Methanopyrus..sp..SNP6..SNP6
",ungrouped
"GCA..002798435.1..Bacteria..Proteobacteria..Alphaproteobacteria..Minwuiales..Minwuiaceae..Minwuia..Minwuia..thermotolerans..SY3-13
",ungrouped
"GCA..002940605.1..Bacteria..Proteobacteria..Gammaproteobacteria..Xanthomonadales..Xanthomonadaceae..Xanthomonas..Xanthomonas..theicola..CFBP..4691
",ungrouped
"GCA..003097315.1..Bacteria..Proteobacteria..Gammaproteobacteria..Oceanospirillales..NA..Pelagibaculum..Pelagibaculum..spongiae..Hp12
",ungrouped
"GCA..900177345.1..Bacteria..Proteobacteria..Oligoflexia..Oligoflexales..Pseudobacteriovoracaceae..Pseudobacteriovorax..Pseudobacteriovorax..antillogorgiicola..RKEM611
",ungrouped
"GCF..000091205.1..Eukaryota..Rhodophyta..Bangiophyceae..Cyanidiales..Cyanidiaceae..Cyanidioschyzon..Cyanidioschyzon..merolae..10D
",ungrouped
"GCF..000149405.2..Eukaryota..Bacillariophyta..Coscinodiscophyceae..Thalassiosirales..Thalassiosiraceae..Thalassiosira..Thalassiosira..pseudonana..CCMP1335
",ungrouped
"GCF..000150955.2..Eukaryota..Bacillariophyta..Bacillariophyceae..Naviculales..Phaeodactylaceae..Phaeodactylum..Phaeodactylum..tricornutum..CCAP..1055..1
",ungrouped
"GCF..000153745.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodobacterales..NA..NA..Rhodobacterales..bacterium..HTCC2255..HTCC2255
",ungrouped
"GCF..000155715.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..gamma..proteobacterium..HTCC5015..HTCC5015
",ungrouped
"GCF..000165345.1..Eukaryota..Apicomplexa..Conoidasida..Eucoccidiorida..Cryptosporidiidae..Cryptosporidium..Cryptosporidium..parvum
",ungrouped
"GCF..000179315.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..delta..proteobacterium..NaphS2..NaphS2
",ungrouped
"GCF..000517565.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfurellales..Desulfurellaceae..Desulfurella..Desulfurella..acetivorans..A63
",ungrouped
"GCF..000518365.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..NA..NA..Rhodospirillales..bacterium..URHD0088..URHD0088
",ungrouped
"GCF..000526435.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Caldicoprobacteraceae..Caldicoprobacter..Caldicoprobacter..oshimai..DSM..21659
",ungrouped
"GCF..000798955.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..ZOR0006..ZOR0006
",ungrouped
"GCF..000953435.1..Bacteria..Proteobacteria..Gammaproteobacteria..Oceanospirillales..Halomonadaceae..Candidatus..Evansia..Candidatus..Evansia..muelleri
",ungrouped
"GCF..002250475.1..Bacteria..Actinobacteria..Actinobacteria..Propionibacteriales..Propionibacteriaceae..NA..Propionibacteriaceae..bacterium..NML..160184..NML..160184
",ungrouped
"GCF..002355995.1..Bacteria..Deinococcus-Thermus..Deinococci..Thermales..Thermaceae..Thermus..Thermus..thermophilus..TMY
",ungrouped
"GCF..002563855.1..Bacteria..Chloroflexi..Thermoflexia..Thermoflexales..Thermoflexaceae..Thermoflexus..Thermoflexus..hugenholtzii..G233
",ungrouped
"GCF..003054495.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Clostridiales..Family..XVI...Incertae..Sedis..Carboxydocella..Carboxydocella..thermautotrophica..041T
",ungrouped
"GCF..900197605.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhizobiales..Phyllobacteriaceae..NA..Phyllobacteriaceae..bacterium..Water-Bin73
",ungrouped
